,european_identity,eu_migrants,noneu_migrants,socialclass,life_satisfaction,national_econ,job_situation,attachment_country,rightwing,age,gender
23030,3.0,0.0,1.0,3,2,4.0,4.0,3.0,1.0,59,0
23031,3.0,1.0,0.0,3,2,4.0,2.0,4.0,1.0,50,0
23032,3.0,1.0,0.0,3,1,4.0,3.0,3.0,2.0,46,0
23033,3.0,0.0,1.0,3,2,4.0,2.0,1.0,5.0,22,0
23034,3.0,0.0,1.0,4,2,2.0,2.0,3.0,4.0,33,0
23035,4.0,1.0,0.0,3,2,3.0,3.0,3.0,2.0,19,1
23036,3.0,0.0,1.0,3,2,3.0,2.0,3.0,2.0,32,0
23037,3.0,0.0,1.0,3,2,4.0,2.0,3.0,2.0,39,0
23038,3.0,0.0,1.0,3,3,2.0,3.0,3.0,2.0,57,0
23039,2.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,30,1
23040,2.0,1.0,0.0,2,2,2.0,2.0,4.0,3.0,60,1
23041,2.0,1.0,0.0,1,3,3.0,3.0,3.0,4.0,45,0
23042,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,63,1
23043,1.0,1.0,0.0,1,3,3.0,3.0,4.0,5.0,61,0
23044,2.0,1.0,1.0,2,3,3.0,3.0,4.0,3.0,41,1
23045,2.0,0.0,1.0,4,3,2.0,3.0,4.0,3.0,39,1
23046,2.0,1.0,0.0,1,3,3.0,3.0,4.0,3.0,58,0
23048,2.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,45,1
23051,2.0,0.0,1.0,3,3,1.0,2.0,3.0,3.0,42,0
23052,3.0,0.0,0.0,2,2,2.0,3.0,1.0,3.0,49,0
23053,1.0,1.0,0.0,3,3,3.0,1.0,2.0,3.0,40,0
23054,3.0,0.0,0.0,3,3,3.0,4.0,2.0,3.0,38,0
23055,2.0,1.0,1.0,2,4,4.0,3.0,3.0,4.0,47,0
23056,2.0,1.0,1.0,1,3,4.0,3.0,4.0,4.0,64,0
23057,1.0,1.0,1.0,1,3,4.0,3.0,4.0,5.0,66,1
23058,2.0,1.0,1.0,1,3,4.0,3.0,4.0,4.0,54,1
23059,2.0,1.0,1.0,3,3,4.0,3.0,4.0,1.0,75,0
23060,2.0,1.0,1.0,2,3,4.0,3.0,4.0,4.0,50,0
23061,2.0,1.0,1.0,1,3,4.0,3.0,4.0,3.0,61,0
23062,2.0,1.0,1.0,2,3,4.0,4.0,4.0,4.0,34,0
23063,2.0,1.0,1.0,3,3,4.0,3.0,4.0,3.0,25,0
23064,2.0,1.0,1.0,3,4,4.0,3.0,4.0,5.0,66,0
23065,2.0,1.0,1.0,3,3,4.0,4.0,4.0,4.0,30,0
23066,2.0,1.0,1.0,2,3,4.0,3.0,4.0,4.0,74,1
23067,2.0,1.0,1.0,3,3,4.0,3.0,4.0,4.0,86,0
23068,2.0,1.0,1.0,3,3,4.0,3.0,4.0,5.0,68,1
23069,1.0,1.0,1.0,3,3,4.0,4.0,4.0,4.0,40,1
23070,2.0,1.0,1.0,3,4,4.0,3.0,4.0,3.0,30,0
23071,2.0,1.0,1.0,3,3,2.0,3.0,4.0,1.0,56,1
23077,2.0,1.0,1.0,3,3,4.0,3.0,3.0,2.0,53,0
23079,1.0,1.0,1.0,1,4,4.0,4.0,4.0,2.0,40,0
23080,2.0,1.0,1.0,4,3,4.0,4.0,4.0,5.0,37,0
23083,2.0,1.0,1.0,2,3,3.0,3.0,4.0,3.0,24,0
23085,4.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,56,0
23086,2.0,1.0,1.0,2,3,2.0,3.0,4.0,3.0,59,1
23087,1.0,1.0,1.0,2,3,3.0,3.0,4.0,3.0,55,1
23088,2.0,1.0,1.0,1,3,3.0,3.0,4.0,4.0,60,1
23089,2.0,0.0,0.0,3,3,3.0,3.0,4.0,3.0,66,1
23090,2.0,0.0,0.0,3,3,3.0,3.0,4.0,4.0,60,1
23091,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,49,0
23092,2.0,1.0,1.0,1,3,3.0,3.0,3.0,4.0,56,0
23093,2.0,1.0,0.0,3,3,3.0,4.0,3.0,5.0,47,1
23094,2.0,1.0,0.0,2,2,3.0,3.0,4.0,3.0,54,0
23096,2.0,0.0,1.0,3,3,3.0,3.0,3.0,2.0,65,1
23098,2.0,1.0,0.0,2,3,3.0,3.0,3.0,2.0,26,1
23099,1.0,1.0,0.0,2,3,3.0,3.0,4.0,5.0,29,1
23102,2.0,1.0,0.0,3,3,2.0,3.0,3.0,2.0,36,0
23103,3.0,1.0,0.0,3,4,2.0,3.0,3.0,1.0,37,0
23105,3.0,1.0,1.0,3,4,2.0,3.0,4.0,2.0,40,0
23106,2.0,1.0,1.0,4,3,3.0,3.0,4.0,2.0,46,0
23107,2.0,1.0,1.0,3,3,2.0,3.0,4.0,1.0,45,1
23108,2.0,1.0,1.0,4,2,2.0,4.0,4.0,1.0,66,1
23109,2.0,1.0,0.0,1,3,2.0,4.0,4.0,4.0,58,1
23111,2.0,1.0,1.0,3,4,3.0,4.0,4.0,5.0,59,0
23112,2.0,1.0,1.0,3,3,3.0,2.0,4.0,3.0,59,0
23113,1.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,50,1
23114,2.0,1.0,1.0,3,3,3.0,2.0,3.0,1.0,35,0
23115,2.0,1.0,1.0,1,3,2.0,2.0,4.0,5.0,67,1
23116,2.0,1.0,1.0,3,3,4.0,2.0,4.0,4.0,60,0
23117,2.0,1.0,1.0,3,3,4.0,3.0,4.0,4.0,55,1
23118,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,41,0
23119,2.0,1.0,1.0,2,3,4.0,3.0,4.0,2.0,41,1
23120,4.0,0.0,0.0,3,4,2.0,4.0,2.0,3.0,42,1
23121,1.0,0.0,0.0,1,3,2.0,2.0,3.0,4.0,54,1
23122,1.0,1.0,0.0,1,3,3.0,3.0,4.0,2.0,36,0
23124,2.0,1.0,1.0,3,3,3.0,3.0,3.0,5.0,38,0
23126,2.0,1.0,1.0,4,3,3.0,2.0,4.0,5.0,44,0
23132,1.0,1.0,1.0,1,2,2.0,2.0,3.0,5.0,57,0
23133,1.0,1.0,0.0,3,3,3.0,3.0,3.0,2.0,37,1
23134,1.0,1.0,0.0,3,3,3.0,3.0,3.0,5.0,42,0
23135,2.0,0.0,0.0,4,4,3.0,3.0,4.0,2.0,21,0
23136,2.0,1.0,1.0,5,4,1.0,4.0,3.0,1.0,67,0
23137,1.0,1.0,0.0,1,3,3.0,3.0,4.0,5.0,73,0
23138,1.0,1.0,0.0,3,3,3.0,3.0,3.0,5.0,33,0
23139,1.0,1.0,0.0,3,3,2.0,2.0,4.0,3.0,36,1
23140,1.0,0.0,0.0,3,2,3.0,3.0,4.0,5.0,64,1
23142,2.0,1.0,1.0,3,3,3.0,4.0,3.0,3.0,48,0
23145,2.0,1.0,0.0,3,4,3.0,3.0,4.0,4.0,73,1
23151,2.0,1.0,0.0,2,3,3.0,3.0,4.0,3.0,28,1
23152,2.0,1.0,0.0,5,4,3.0,3.0,4.0,4.0,35,0
23153,2.0,1.0,1.0,5,4,3.0,3.0,4.0,2.0,38,0
23154,2.0,1.0,0.0,4,4,2.0,3.0,4.0,1.0,42,1
23155,2.0,1.0,0.0,5,3,2.0,3.0,4.0,1.0,31,0
23156,2.0,1.0,0.0,4,4,4.0,4.0,4.0,5.0,37,0
23157,2.0,1.0,0.0,5,3,3.0,3.0,4.0,2.0,41,0
23159,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,62,0
23160,2.0,1.0,0.0,5,3,2.0,3.0,4.0,2.0,25,1
23161,2.0,1.0,0.0,3,3,4.0,4.0,4.0,5.0,60,0
23162,2.0,1.0,1.0,5,3,3.0,3.0,4.0,1.0,67,0
23163,2.0,1.0,0.0,2,4,3.0,3.0,4.0,5.0,36,0
23164,2.0,1.0,0.0,5,3,3.0,3.0,4.0,3.0,37,0
23165,2.0,1.0,0.0,3,3,3.0,3.0,4.0,1.0,47,0
23166,2.0,1.0,0.0,5,3,2.0,3.0,4.0,1.0,61,0
23167,2.0,1.0,1.0,3,3,2.0,3.0,4.0,1.0,72,0
23169,2.0,1.0,1.0,3,3,3.0,2.0,4.0,3.0,26,0
23170,2.0,1.0,1.0,3,3,3.0,2.0,3.0,4.0,26,0
23174,2.0,1.0,1.0,2,3,2.0,2.0,3.0,3.0,43,0
23175,2.0,1.0,1.0,3,3,2.0,2.0,3.0,2.0,49,0
23177,2.0,1.0,1.0,2,3,2.0,3.0,4.0,2.0,61,1
23181,2.0,1.0,1.0,2,3,3.0,2.0,4.0,3.0,63,0
23186,2.0,1.0,1.0,2,3,2.0,2.0,3.0,3.0,54,0
23187,2.0,1.0,1.0,3,3,2.0,2.0,3.0,4.0,45,0
23188,2.0,1.0,1.0,3,3,2.0,2.0,4.0,3.0,34,1
23189,2.0,1.0,1.0,3,3,2.0,2.0,3.0,2.0,59,0
23192,2.0,1.0,0.0,2,4,3.0,2.0,4.0,3.0,32,0
23193,2.0,1.0,1.0,1,3,3.0,2.0,4.0,4.0,58,0
23195,2.0,1.0,0.0,2,3,3.0,4.0,4.0,3.0,57,0
23199,2.0,1.0,1.0,1,3,3.0,3.0,4.0,1.0,55,0
23200,2.0,1.0,0.0,2,2,1.0,3.0,3.0,4.0,39,1
23201,2.0,1.0,0.0,3,3,1.0,3.0,4.0,4.0,40,1
23207,3.0,1.0,1.0,3,3,2.0,3.0,4.0,1.0,44,1
23212,2.0,1.0,0.0,3,3,4.0,3.0,3.0,3.0,59,0
23214,2.0,1.0,1.0,2,3,3.0,3.0,3.0,4.0,60,0
23218,1.0,0.0,0.0,1,3,3.0,3.0,4.0,5.0,69,1
23219,2.0,1.0,1.0,2,3,3.0,3.0,4.0,3.0,47,0
23220,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,40,1
23222,1.0,1.0,1.0,3,3,4.0,4.0,4.0,1.0,35,1
23223,1.0,1.0,1.0,1,3,3.0,3.0,4.0,5.0,64,0
23224,2.0,1.0,1.0,2,3,3.0,2.0,4.0,5.0,43,0
23225,2.0,1.0,1.0,2,3,3.0,3.0,3.0,5.0,34,0
23226,1.0,1.0,0.0,1,3,3.0,2.0,4.0,3.0,53,0
23227,2.0,1.0,0.0,1,2,3.0,1.0,3.0,3.0,52,1
23255,2.0,1.0,1.0,3,3,3.0,3.0,3.0,2.0,28,0
23257,3.0,1.0,1.0,3,3,4.0,3.0,4.0,2.0,50,0
23260,2.0,1.0,1.0,3,3,3.0,2.0,4.0,1.0,27,0
23261,2.0,1.0,1.0,3,3,4.0,3.0,4.0,3.0,29,0
23273,2.0,1.0,1.0,1,3,3.0,3.0,3.0,4.0,56,1
23274,2.0,1.0,1.0,1,3,3.0,2.0,3.0,4.0,57,1
23277,1.0,1.0,1.0,3,3,4.0,3.0,4.0,4.0,32,0
23278,1.0,1.0,1.0,3,3,4.0,3.0,3.0,3.0,37,0
23281,2.0,1.0,0.0,3,3,3.0,3.0,4.0,2.0,52,0
23282,2.0,1.0,0.0,1,3,2.0,3.0,3.0,3.0,57,1
23284,1.0,1.0,0.0,3,3,3.0,2.0,4.0,4.0,58,0
23285,3.0,1.0,0.0,3,3,3.0,3.0,3.0,4.0,40,0
23290,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,16,1
23292,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,38,1
23293,2.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,42,0
23295,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,32,0
23296,2.0,1.0,0.0,3,3,3.0,3.0,4.0,4.0,27,0
23297,2.0,1.0,0.0,3,4,3.0,3.0,4.0,4.0,32,0
23298,2.0,1.0,0.0,3,3,3.0,3.0,4.0,4.0,30,0
23301,3.0,1.0,1.0,4,3,3.0,4.0,3.0,4.0,31,0
23302,1.0,0.0,1.0,2,4,3.0,3.0,3.0,3.0,38,1
23303,1.0,1.0,1.0,4,3,3.0,3.0,3.0,4.0,33,0
23305,1.0,1.0,0.0,3,3,3.0,3.0,4.0,5.0,36,1
23306,2.0,0.0,0.0,2,3,3.0,3.0,4.0,3.0,38,0
23312,2.0,1.0,0.0,3,4,3.0,4.0,4.0,1.0,34,0
23314,2.0,1.0,0.0,3,4,3.0,3.0,4.0,4.0,28,0
23315,2.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,40,1
23316,2.0,1.0,0.0,3,3,3.0,3.0,4.0,4.0,22,0
23319,2.0,1.0,0.0,4,3,4.0,4.0,4.0,5.0,52,1
23321,1.0,1.0,1.0,3,3,4.0,3.0,4.0,5.0,46,0
23322,1.0,1.0,1.0,3,3,4.0,4.0,4.0,4.0,54,0
23323,1.0,1.0,1.0,3,3,4.0,3.0,4.0,4.0,28,1
23324,1.0,1.0,1.0,3,3,4.0,4.0,4.0,4.0,34,1
23326,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,79,0
23329,3.0,1.0,0.0,1,3,2.0,1.0,4.0,2.0,65,0
23333,3.0,1.0,0.0,1,3,4.0,4.0,4.0,5.0,67,1
23337,3.0,1.0,0.0,1,3,2.0,2.0,4.0,1.0,52,1
23339,2.0,1.0,0.0,3,4,3.0,2.0,3.0,3.0,18,0
23340,2.0,1.0,1.0,3,4,2.0,3.0,4.0,3.0,33,0
23341,1.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,55,0
23342,1.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,41,0
23343,2.0,1.0,1.0,3,4,4.0,3.0,3.0,4.0,35,0
23344,2.0,1.0,1.0,3,4,3.0,4.0,4.0,3.0,42,0
23345,2.0,1.0,1.0,2,4,4.0,3.0,4.0,4.0,60,0
23346,2.0,1.0,1.0,3,4,4.0,3.0,4.0,2.0,29,0
23347,2.0,1.0,1.0,3,4,4.0,3.0,3.0,3.0,33,0
23349,2.0,1.0,1.0,2,3,3.0,3.0,3.0,2.0,53,0
23350,1.0,1.0,1.0,1,2,3.0,4.0,4.0,3.0,67,1
23351,2.0,1.0,1.0,2,3,3.0,3.0,4.0,1.0,28,1
23353,3.0,1.0,0.0,2,3,3.0,3.0,4.0,5.0,56,0
23355,3.0,1.0,0.0,1,2,1.0,3.0,4.0,1.0,48,0
23356,1.0,1.0,1.0,1,4,1.0,2.0,4.0,1.0,22,1
23357,2.0,0.0,0.0,1,4,2.0,2.0,2.0,1.0,56,1
23358,1.0,0.0,1.0,3,4,1.0,1.0,2.0,1.0,33,1
23359,1.0,0.0,0.0,3,2,2.0,2.0,3.0,5.0,59,0
23361,2.0,0.0,0.0,3,2,2.0,2.0,3.0,5.0,48,0
23363,2.0,1.0,1.0,3,3,3.0,3.0,3.0,5.0,29,1
23364,2.0,1.0,0.0,5,3,2.0,2.0,4.0,1.0,19,1
23365,2.0,0.0,0.0,4,3,1.0,3.0,4.0,1.0,67,0
23367,2.0,1.0,1.0,1,3,2.0,3.0,3.0,3.0,44,0
23368,1.0,0.0,1.0,2,3,3.0,3.0,4.0,1.0,63,1
23370,1.0,1.0,1.0,2,3,2.0,3.0,3.0,3.0,55,1
23371,3.0,1.0,0.0,3,4,3.0,3.0,3.0,3.0,25,1
23372,2.0,1.0,1.0,5,4,2.0,4.0,3.0,5.0,44,1
23373,2.0,0.0,1.0,1,3,3.0,4.0,3.0,1.0,58,0
23375,1.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,47,1
23380,2.0,1.0,1.0,3,3,2.0,4.0,4.0,3.0,41,1
23381,2.0,1.0,1.0,1,3,4.0,2.0,3.0,1.0,69,1
23382,2.0,1.0,1.0,1,3,3.0,3.0,4.0,1.0,36,1
23383,1.0,0.0,0.0,4,3,2.0,4.0,3.0,1.0,24,0
23385,1.0,1.0,1.0,1,3,1.0,1.0,2.0,1.0,50,1
23386,1.0,1.0,1.0,1,3,4.0,4.0,4.0,1.0,28,0
23387,1.0,0.0,0.0,3,3,2.0,2.0,3.0,3.0,28,1
23388,1.0,1.0,1.0,3,3,3.0,1.0,3.0,3.0,18,1
23389,1.0,0.0,0.0,3,3,2.0,3.0,4.0,2.0,47,1
23390,2.0,1.0,1.0,3,4,3.0,4.0,3.0,2.0,19,0
23391,2.0,0.0,0.0,2,2,4.0,2.0,3.0,3.0,62,1
23394,2.0,1.0,1.0,1,4,3.0,3.0,3.0,3.0,22,0
23396,1.0,1.0,1.0,1,2,3.0,1.0,4.0,5.0,18,0
23397,2.0,0.0,0.0,1,4,4.0,1.0,4.0,5.0,46,0
23405,3.0,0.0,0.0,3,3,3.0,3.0,2.0,3.0,57,1
23406,3.0,0.0,1.0,3,2,3.0,1.0,4.0,3.0,38,1
23407,3.0,0.0,1.0,3,4,1.0,3.0,3.0,3.0,63,0
23408,3.0,0.0,0.0,3,2,2.0,3.0,3.0,3.0,35,1
23409,2.0,0.0,0.0,2,2,3.0,2.0,3.0,3.0,47,1
23410,3.0,0.0,1.0,3,3,2.0,3.0,2.0,3.0,73,1
23411,2.0,0.0,1.0,4,2,3.0,1.0,3.0,3.0,63,1
23412,2.0,1.0,0.0,3,3,2.0,3.0,2.0,3.0,19,1
23413,2.0,1.0,0.0,4,3,3.0,2.0,2.0,3.0,19,0
23414,3.0,0.0,1.0,3,3,2.0,2.0,3.0,3.0,28,0
23415,2.0,0.0,1.0,3,3,2.0,3.0,1.0,4.0,49,1
23416,2.0,0.0,1.0,3,3,2.0,3.0,3.0,3.0,31,0
23417,3.0,1.0,0.0,3,2,3.0,2.0,2.0,3.0,65,1
23418,3.0,0.0,1.0,3,3,2.0,3.0,2.0,3.0,72,0
23419,2.0,0.0,1.0,3,2,3.0,1.0,1.0,3.0,69,1
23420,2.0,0.0,0.0,3,3,3.0,2.0,2.0,3.0,80,0
23421,2.0,1.0,0.0,3,3,2.0,3.0,3.0,3.0,35,1
23422,2.0,1.0,1.0,3,2,2.0,4.0,4.0,3.0,55,0
23423,2.0,0.0,1.0,3,3,3.0,1.0,3.0,3.0,68,1
23424,2.0,1.0,1.0,3,3,4.0,2.0,3.0,3.0,51,1
23425,2.0,0.0,1.0,3,3,3.0,1.0,3.0,3.0,79,0
23426,2.0,0.0,0.0,3,2,2.0,3.0,2.0,3.0,71,1
23427,3.0,1.0,0.0,3,3,2.0,3.0,2.0,2.0,47,0
23428,3.0,1.0,0.0,3,2,3.0,2.0,2.0,3.0,76,1
23429,3.0,0.0,0.0,3,3,3.0,2.0,2.0,3.0,57,0
23430,2.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,60,1
23433,1.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,30,0
23434,2.0,1.0,0.0,3,3,2.0,2.0,3.0,4.0,38,0
23435,2.0,0.0,0.0,2,3,1.0,2.0,4.0,5.0,19,1
23436,2.0,0.0,0.0,1,4,2.0,3.0,3.0,5.0,43,0
23439,2.0,1.0,1.0,1,4,1.0,1.0,4.0,3.0,38,1
23440,2.0,1.0,1.0,1,2,2.0,2.0,3.0,3.0,57,1
23441,2.0,1.0,0.0,1,2,2.0,2.0,4.0,3.0,44,1
23442,2.0,1.0,1.0,3,3,2.0,2.0,3.0,3.0,38,0
23443,1.0,1.0,0.0,1,3,3.0,3.0,3.0,1.0,43,1
23445,2.0,1.0,0.0,4,3,3.0,4.0,4.0,2.0,36,0
23446,1.0,1.0,0.0,2,2,3.0,3.0,3.0,1.0,59,1
23450,2.0,0.0,0.0,3,3,3.0,3.0,3.0,2.0,43,1
23451,3.0,1.0,1.0,1,3,2.0,2.0,4.0,3.0,58,1
23457,2.0,0.0,0.0,3,3,3.0,3.0,4.0,5.0,55,1
23459,2.0,0.0,0.0,4,3,1.0,3.0,4.0,4.0,29,0
23463,1.0,1.0,1.0,3,4,1.0,3.0,3.0,1.0,37,0
23465,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,39,1
23466,2.0,1.0,1.0,3,4,2.0,3.0,4.0,3.0,36,1
23467,1.0,0.0,0.0,3,3,2.0,3.0,4.0,3.0,41,1
23468,2.0,1.0,0.0,4,3,4.0,2.0,3.0,5.0,27,0
23469,2.0,0.0,1.0,1,3,2.0,3.0,2.0,4.0,34,1
23470,2.0,1.0,1.0,2,3,2.0,3.0,4.0,5.0,19,0
23471,2.0,1.0,1.0,2,4,2.0,4.0,3.0,4.0,59,1
23473,2.0,1.0,1.0,3,3,4.0,3.0,4.0,5.0,25,0
23475,2.0,1.0,0.0,1,3,2.0,3.0,3.0,4.0,68,1
23477,2.0,1.0,0.0,2,3,2.0,2.0,2.0,5.0,72,0
23478,2.0,1.0,1.0,1,3,3.0,3.0,2.0,4.0,43,1
23479,2.0,0.0,1.0,2,4,2.0,3.0,3.0,4.0,70,0
23481,2.0,1.0,0.0,3,4,2.0,4.0,2.0,4.0,67,1
23483,2.0,1.0,1.0,2,4,2.0,4.0,3.0,4.0,49,0
23484,2.0,1.0,1.0,1,3,4.0,3.0,4.0,5.0,64,1
23486,1.0,0.0,1.0,1,2,3.0,2.0,2.0,4.0,30,1
23487,1.0,0.0,1.0,3,1,2.0,2.0,3.0,2.0,68,0
23488,2.0,0.0,1.0,2,2,2.0,3.0,4.0,2.0,61,0
23489,2.0,0.0,1.0,4,2,2.0,3.0,3.0,4.0,19,0
23490,1.0,1.0,0.0,3,2,4.0,3.0,3.0,2.0,70,0
23491,2.0,1.0,0.0,1,2,2.0,2.0,3.0,4.0,41,0
23492,2.0,1.0,1.0,3,2,3.0,3.0,3.0,5.0,43,0
23493,2.0,1.0,1.0,3,1,3.0,3.0,3.0,5.0,41,0
23494,2.0,0.0,1.0,2,2,2.0,2.0,3.0,2.0,54,0
23495,1.0,1.0,0.0,2,2,2.0,2.0,3.0,2.0,69,1
23496,2.0,1.0,1.0,2,1,2.0,3.0,3.0,2.0,32,1
23497,2.0,1.0,0.0,3,1,2.0,4.0,4.0,1.0,69,0
23498,2.0,1.0,0.0,2,2,3.0,3.0,3.0,5.0,43,0
23500,2.0,1.0,1.0,2,2,2.0,2.0,3.0,4.0,63,1
23501,1.0,1.0,0.0,2,2,2.0,3.0,3.0,2.0,72,0
23503,1.0,0.0,0.0,4,3,2.0,3.0,4.0,5.0,40,1
23506,2.0,1.0,1.0,4,2,2.0,3.0,4.0,5.0,47,1
23507,1.0,0.0,0.0,4,2,2.0,3.0,4.0,5.0,40,0
23510,1.0,1.0,1.0,4,1,2.0,2.0,3.0,5.0,27,1
23513,1.0,0.0,0.0,3,1,1.0,3.0,4.0,4.0,58,1
23518,2.0,1.0,0.0,3,3,2.0,4.0,4.0,5.0,42,1
23521,2.0,0.0,0.0,3,3,2.0,3.0,3.0,4.0,42,1
23523,2.0,1.0,1.0,3,4,4.0,2.0,4.0,2.0,20,1
23525,2.0,1.0,0.0,3,3,4.0,3.0,4.0,3.0,43,1
23528,1.0,1.0,1.0,3,3,3.0,3.0,3.0,1.0,28,0
23529,1.0,0.0,0.0,3,1,2.0,2.0,3.0,5.0,63,0
23530,1.0,1.0,1.0,3,3,3.0,3.0,4.0,2.0,33,0
23531,2.0,0.0,0.0,3,2,2.0,2.0,4.0,3.0,46,0
23532,1.0,1.0,1.0,3,3,3.0,3.0,4.0,2.0,58,0
23533,1.0,1.0,1.0,3,3,2.0,2.0,4.0,2.0,33,0
23538,1.0,1.0,0.0,2,2,3.0,2.0,3.0,5.0,45,0
23539,1.0,1.0,1.0,2,2,2.0,3.0,3.0,4.0,21,0
23540,1.0,0.0,1.0,2,2,4.0,2.0,3.0,4.0,23,0
23541,2.0,0.0,1.0,3,2,3.0,2.0,3.0,5.0,20,0
23542,2.0,1.0,0.0,3,3,2.0,3.0,3.0,4.0,19,1
23544,1.0,1.0,1.0,2,1,4.0,3.0,4.0,5.0,22,1
23545,2.0,0.0,0.0,3,3,2.0,3.0,4.0,5.0,30,0
23546,2.0,0.0,0.0,3,3,2.0,3.0,4.0,5.0,30,0
23547,2.0,1.0,1.0,4,3,2.0,3.0,3.0,5.0,34,1
23548,3.0,1.0,0.0,3,2,2.0,3.0,3.0,5.0,44,0
23550,2.0,1.0,0.0,1,3,3.0,3.0,3.0,1.0,64,1
23551,3.0,1.0,0.0,3,3,2.0,3.0,4.0,1.0,51,0
23552,1.0,1.0,0.0,2,3,2.0,1.0,4.0,3.0,40,0
23553,1.0,0.0,0.0,2,3,2.0,3.0,4.0,5.0,24,0
23554,1.0,1.0,0.0,1,3,2.0,2.0,4.0,1.0,52,0
23555,2.0,1.0,1.0,3,3,2.0,3.0,3.0,4.0,30,0
23556,2.0,1.0,0.0,3,3,3.0,3.0,3.0,1.0,42,1
23557,2.0,1.0,0.0,3,2,2.0,3.0,3.0,5.0,61,0
23561,1.0,1.0,1.0,3,2,2.0,3.0,4.0,1.0,52,1
23563,1.0,0.0,0.0,4,3,1.0,1.0,4.0,2.0,35,1
23565,2.0,1.0,0.0,4,3,2.0,3.0,3.0,3.0,39,1
23570,2.0,1.0,1.0,3,2,1.0,1.0,4.0,1.0,47,1
23574,2.0,0.0,0.0,3,3,2.0,3.0,4.0,3.0,31,1
23575,1.0,0.0,0.0,3,3,2.0,3.0,4.0,3.0,44,1
23576,1.0,0.0,0.0,3,3,3.0,3.0,4.0,3.0,35,1
23577,1.0,0.0,0.0,1,4,1.0,1.0,3.0,2.0,53,0
23578,1.0,0.0,0.0,1,1,2.0,1.0,4.0,1.0,47,1
23579,1.0,0.0,0.0,1,3,2.0,3.0,4.0,3.0,50,0
23580,2.0,1.0,1.0,2,3,4.0,4.0,4.0,1.0,22,0
23582,2.0,1.0,1.0,3,4,3.0,4.0,3.0,4.0,30,0
23583,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,20,0
23585,2.0,1.0,1.0,3,3,3.0,3.0,4.0,4.0,48,1
23586,2.0,0.0,1.0,3,3,3.0,4.0,4.0,4.0,18,0
23587,2.0,1.0,1.0,3,3,2.0,3.0,3.0,4.0,49,1
23588,1.0,0.0,0.0,3,3,3.0,3.0,3.0,3.0,49,1
23592,2.0,1.0,1.0,3,2,2.0,3.0,4.0,4.0,59,0
23596,2.0,1.0,1.0,2,3,3.0,1.0,4.0,1.0,24,1
23597,2.0,1.0,1.0,1,4,3.0,4.0,3.0,1.0,20,0
23600,1.0,0.0,0.0,1,3,3.0,3.0,3.0,5.0,38,0
23603,1.0,0.0,0.0,1,3,2.0,2.0,4.0,1.0,45,0
23606,2.0,0.0,0.0,4,3,2.0,4.0,3.0,1.0,22,1
23610,2.0,1.0,0.0,3,2,1.0,2.0,3.0,5.0,29,1
23612,2.0,0.0,0.0,3,2,1.0,2.0,3.0,5.0,33,0
23614,3.0,1.0,0.0,2,1,3.0,3.0,1.0,3.0,23,1
23616,1.0,1.0,1.0,3,1,2.0,2.0,4.0,5.0,33,0
23620,2.0,0.0,0.0,3,3,1.0,1.0,4.0,5.0,58,0
23622,2.0,1.0,1.0,3,2,2.0,2.0,3.0,5.0,58,0
23624,1.0,0.0,0.0,3,2,3.0,2.0,4.0,3.0,39,1
23625,2.0,0.0,0.0,3,3,2.0,2.0,3.0,3.0,38,1
23628,2.0,0.0,0.0,3,2,2.0,2.0,4.0,5.0,45,1
23630,2.0,0.0,1.0,3,3,3.0,2.0,4.0,3.0,58,0
23632,2.0,1.0,1.0,3,3,4.0,4.0,3.0,4.0,40,0
23635,2.0,1.0,1.0,2,1,2.0,2.0,4.0,2.0,50,1
23636,1.0,0.0,0.0,1,3,3.0,2.0,3.0,4.0,63,1
23637,2.0,0.0,1.0,3,2,4.0,3.0,3.0,4.0,51,0
23638,1.0,0.0,0.0,3,2,2.0,3.0,3.0,4.0,64,0
23639,2.0,1.0,0.0,3,1,4.0,3.0,4.0,2.0,78,0
23640,2.0,0.0,1.0,2,2,2.0,3.0,4.0,4.0,25,1
