,european_identity,eu_migrants,noneu_migrants,socialclass,life_satisfaction,national_econ,job_situation,attachment_country,rightwing,age,gender
3265,2.0,1.0,1.0,3,3,4.0,4.0,4.0,1.0,48,1
3266,4.0,1.0,1.0,2,4,4.0,4.0,1.0,1.0,25,1
3267,3.0,1.0,1.0,3,4,4.0,4.0,3.0,1.0,56,0
3269,2.0,1.0,0.0,1,3,3.0,3.0,3.0,1.0,15,0
3270,1.0,1.0,1.0,1,2,3.0,3.0,4.0,3.0,83,0
3271,2.0,1.0,1.0,3,4,3.0,3.0,4.0,3.0,42,0
3272,1.0,1.0,1.0,2,2,2.0,2.0,3.0,2.0,73,1
3273,4.0,1.0,1.0,3,3,2.0,3.0,1.0,2.0,21,0
3274,3.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,20,0
3275,4.0,1.0,1.0,1,3,2.0,2.0,2.0,2.0,58,0
3280,2.0,1.0,1.0,1,3,2.0,2.0,3.0,3.0,40,1
3281,2.0,1.0,1.0,1,4,3.0,2.0,3.0,3.0,39,1
3282,2.0,1.0,1.0,1,2,2.0,3.0,3.0,1.0,42,0
3283,2.0,1.0,1.0,1,4,3.0,4.0,3.0,4.0,41,1
3284,3.0,1.0,1.0,1,2,2.0,2.0,4.0,2.0,54,0
3285,3.0,1.0,0.0,1,3,2.0,3.0,3.0,2.0,68,1
3287,3.0,1.0,1.0,1,3,3.0,4.0,4.0,2.0,65,1
3290,2.0,1.0,0.0,1,3,2.0,2.0,3.0,3.0,70,0
3291,2.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,68,1
3295,1.0,1.0,0.0,2,2,1.0,4.0,4.0,1.0,65,0
3296,1.0,1.0,1.0,2,4,1.0,1.0,4.0,1.0,27,0
3303,2.0,1.0,0.0,3,3,3.0,2.0,3.0,3.0,22,1
3305,2.0,1.0,0.0,3,3,3.0,3.0,4.0,3.0,70,0
3306,4.0,1.0,0.0,3,3,2.0,3.0,3.0,2.0,58,1
3308,3.0,1.0,1.0,3,3,3.0,3.0,4.0,1.0,63,1
3310,2.0,1.0,1.0,3,3,2.0,2.0,2.0,3.0,31,0
3312,2.0,1.0,1.0,4,3,2.0,4.0,3.0,2.0,33,1
3314,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,33,0
3315,2.0,1.0,1.0,3,4,2.0,3.0,3.0,1.0,45,0
3316,2.0,1.0,1.0,3,3,2.0,2.0,3.0,1.0,37,1
3317,4.0,1.0,1.0,3,3,1.0,3.0,1.0,1.0,20,1
3318,2.0,1.0,1.0,2,2,2.0,2.0,2.0,1.0,55,1
3319,4.0,1.0,1.0,3,4,1.0,3.0,1.0,1.0,69,1
3320,2.0,0.0,0.0,3,3,2.0,2.0,3.0,3.0,79,0
3321,3.0,0.0,0.0,3,4,3.0,3.0,3.0,4.0,77,0
3322,2.0,1.0,1.0,3,2,3.0,3.0,4.0,4.0,86,0
3323,2.0,1.0,1.0,2,3,1.0,3.0,4.0,3.0,52,0
3324,2.0,1.0,1.0,1,2,2.0,2.0,3.0,2.0,83,1
3325,2.0,1.0,1.0,3,4,3.0,3.0,4.0,1.0,69,1
3328,2.0,0.0,0.0,2,3,1.0,3.0,2.0,1.0,51,0
3329,3.0,1.0,1.0,3,3,2.0,3.0,2.0,1.0,26,1
3332,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,23,0
3333,2.0,1.0,1.0,2,3,2.0,1.0,4.0,3.0,27,0
3334,2.0,1.0,1.0,1,4,1.0,3.0,4.0,4.0,27,0
3335,2.0,1.0,1.0,3,4,2.0,3.0,4.0,3.0,63,0
3336,2.0,1.0,1.0,2,4,2.0,3.0,4.0,3.0,72,0
3337,2.0,1.0,1.0,2,2,2.0,2.0,4.0,3.0,74,0
3338,2.0,1.0,1.0,2,4,3.0,3.0,4.0,3.0,70,0
3339,3.0,0.0,0.0,1,3,2.0,2.0,4.0,2.0,17,0
3340,3.0,0.0,0.0,1,3,1.0,3.0,4.0,5.0,57,0
3341,2.0,1.0,1.0,3,2,2.0,3.0,3.0,3.0,66,0
3342,2.0,0.0,1.0,3,3,3.0,3.0,3.0,4.0,69,0
3344,2.0,1.0,1.0,3,3,3.0,2.0,3.0,2.0,63,0
3348,2.0,1.0,1.0,1,3,3.0,2.0,3.0,3.0,41,0
3349,2.0,1.0,1.0,1,3,3.0,2.0,3.0,4.0,23,0
3350,2.0,1.0,1.0,1,3,3.0,2.0,3.0,2.0,45,0
3352,2.0,1.0,1.0,1,3,3.0,2.0,3.0,3.0,37,0
3354,1.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,44,0
3356,2.0,1.0,1.0,3,3,2.0,2.0,3.0,3.0,54,0
3357,2.0,1.0,1.0,3,3,2.0,2.0,3.0,3.0,40,1
3358,1.0,1.0,1.0,1,2,1.0,3.0,4.0,2.0,68,0
3359,2.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,62,0
3360,2.0,1.0,1.0,1,3,2.0,3.0,4.0,4.0,67,1
3361,2.0,1.0,1.0,3,4,3.0,4.0,4.0,4.0,36,0
3365,2.0,1.0,1.0,2,3,3.0,1.0,4.0,2.0,38,0
3368,4.0,1.0,1.0,3,3,2.0,1.0,1.0,1.0,58,0
3369,1.0,0.0,0.0,1,3,2.0,3.0,4.0,3.0,82,0
3370,2.0,1.0,0.0,3,4,3.0,3.0,3.0,4.0,40,1
3372,2.0,1.0,1.0,3,3,2.0,3.0,4.0,4.0,45,0
3375,2.0,1.0,1.0,1,4,3.0,4.0,4.0,4.0,86,1
3377,4.0,1.0,1.0,1,3,2.0,2.0,3.0,1.0,78,0
3379,2.0,0.0,0.0,1,3,1.0,3.0,4.0,2.0,66,1
3380,2.0,1.0,0.0,3,3,2.0,2.0,4.0,2.0,79,1
3382,1.0,1.0,1.0,1,3,2.0,2.0,4.0,2.0,93,0
3384,1.0,1.0,1.0,1,4,2.0,2.0,4.0,1.0,19,0
3385,2.0,1.0,1.0,3,4,2.0,2.0,4.0,3.0,58,0
3387,1.0,1.0,1.0,4,3,2.0,3.0,3.0,1.0,66,1
3388,2.0,1.0,1.0,3,3,2.0,2.0,4.0,3.0,50,1
3389,3.0,1.0,1.0,3,3,2.0,3.0,3.0,1.0,21,0
3390,4.0,1.0,1.0,3,3,2.0,2.0,4.0,3.0,43,0
3391,2.0,1.0,0.0,1,3,1.0,3.0,4.0,2.0,37,1
3392,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,25,0
3393,2.0,1.0,1.0,1,3,3.0,3.0,3.0,2.0,58,1
3396,4.0,1.0,1.0,1,3,2.0,3.0,2.0,2.0,63,1
3400,2.0,1.0,1.0,1,3,2.0,2.0,4.0,3.0,79,0
3401,2.0,1.0,0.0,1,3,2.0,3.0,4.0,2.0,22,0
3403,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,18,1
3405,2.0,1.0,0.0,2,3,2.0,2.0,4.0,3.0,50,0
3406,2.0,1.0,0.0,2,3,2.0,2.0,4.0,3.0,53,0
3407,1.0,0.0,0.0,1,3,2.0,3.0,4.0,3.0,75,0
3408,2.0,1.0,0.0,1,2,2.0,1.0,4.0,2.0,62,0
3409,2.0,1.0,0.0,1,3,2.0,2.0,4.0,2.0,50,0
3410,2.0,0.0,1.0,1,3,3.0,3.0,4.0,2.0,87,0
3411,1.0,1.0,1.0,1,3,3.0,3.0,4.0,2.0,29,0
3413,2.0,1.0,1.0,1,3,1.0,1.0,4.0,2.0,30,1
3415,2.0,1.0,0.0,1,3,2.0,2.0,4.0,2.0,69,1
3416,2.0,1.0,1.0,1,3,2.0,3.0,3.0,3.0,56,0
3420,2.0,1.0,1.0,1,4,4.0,4.0,4.0,4.0,28,1
3421,2.0,1.0,1.0,2,3,2.0,3.0,2.0,2.0,60,0
3423,2.0,1.0,1.0,2,3,2.0,3.0,3.0,3.0,18,0
3424,2.0,1.0,1.0,4,3,3.0,3.0,4.0,5.0,21,1
3425,2.0,1.0,1.0,3,3,3.0,4.0,3.0,2.0,79,1
3427,2.0,1.0,1.0,1,3,2.0,3.0,4.0,4.0,22,1
3428,2.0,1.0,0.0,3,3,2.0,3.0,4.0,1.0,30,1
3429,2.0,1.0,1.0,2,4,2.0,2.0,4.0,2.0,31,0
3430,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,75,0
3434,2.0,1.0,1.0,1,4,2.0,3.0,4.0,2.0,26,0
3438,2.0,1.0,1.0,1,3,3.0,3.0,4.0,1.0,76,1
3439,2.0,1.0,1.0,1,3,3.0,2.0,3.0,3.0,40,0
3441,1.0,1.0,1.0,2,2,2.0,2.0,4.0,1.0,56,1
3442,2.0,1.0,0.0,2,2,2.0,2.0,4.0,1.0,34,1
3443,1.0,0.0,0.0,2,3,1.0,2.0,3.0,3.0,34,0
3444,1.0,1.0,1.0,2,4,1.0,4.0,4.0,1.0,52,0
3446,3.0,1.0,0.0,1,3,3.0,3.0,3.0,4.0,42,1
3448,2.0,1.0,1.0,1,2,2.0,2.0,4.0,2.0,49,1
3451,3.0,1.0,1.0,1,3,3.0,3.0,4.0,3.0,44,0
3452,2.0,0.0,0.0,2,3,2.0,3.0,3.0,3.0,70,0
3453,2.0,1.0,1.0,3,4,2.0,3.0,3.0,3.0,70,1
3454,2.0,0.0,0.0,3,3,2.0,2.0,3.0,3.0,17,1
3455,2.0,1.0,1.0,3,3,1.0,1.0,3.0,2.0,82,0
3456,2.0,1.0,1.0,3,3,2.0,2.0,3.0,4.0,70,1
3457,4.0,1.0,1.0,2,3,2.0,2.0,1.0,2.0,71,1
3458,2.0,1.0,0.0,1,3,2.0,3.0,2.0,2.0,80,0
3461,2.0,1.0,1.0,3,3,3.0,3.0,2.0,2.0,41,1
3462,1.0,1.0,0.0,3,1,1.0,1.0,4.0,1.0,20,1
3463,3.0,1.0,0.0,1,2,2.0,1.0,4.0,2.0,54,0
3466,1.0,0.0,0.0,3,2,2.0,2.0,2.0,3.0,59,0
3467,2.0,1.0,1.0,1,3,2.0,2.0,4.0,4.0,55,1
3468,2.0,1.0,0.0,3,3,1.0,1.0,2.0,3.0,47,1
3470,2.0,1.0,0.0,3,4,2.0,3.0,3.0,1.0,32,0
3471,2.0,1.0,1.0,1,3,3.0,3.0,3.0,1.0,31,0
3473,2.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,23,0
3474,2.0,1.0,1.0,2,3,3.0,3.0,3.0,3.0,44,1
3475,2.0,1.0,1.0,1,3,4.0,3.0,2.0,2.0,28,1
3476,2.0,1.0,1.0,1,3,2.0,2.0,3.0,1.0,42,0
3478,2.0,1.0,1.0,1,3,2.0,3.0,3.0,4.0,59,0
3481,4.0,1.0,1.0,1,3,1.0,3.0,1.0,1.0,59,1
3482,2.0,1.0,0.0,1,4,3.0,3.0,2.0,3.0,16,1
3483,2.0,1.0,1.0,1,4,3.0,3.0,3.0,3.0,67,0
3484,2.0,1.0,1.0,4,3,3.0,4.0,3.0,3.0,39,1
3485,4.0,1.0,1.0,4,4,1.0,4.0,1.0,2.0,18,0
3486,3.0,1.0,1.0,3,3,2.0,3.0,2.0,1.0,34,0
3487,4.0,1.0,1.0,3,4,2.0,3.0,1.0,1.0,18,0
3488,3.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,44,1
3489,3.0,1.0,1.0,2,3,2.0,2.0,4.0,3.0,29,0
3491,2.0,1.0,1.0,3,3,3.0,3.0,3.0,4.0,56,0
3494,2.0,1.0,1.0,1,2,2.0,2.0,3.0,1.0,54,0
3495,2.0,1.0,1.0,4,4,3.0,3.0,4.0,3.0,33,1
3496,2.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,60,1
3501,2.0,1.0,1.0,2,1,2.0,2.0,4.0,1.0,32,1
3502,2.0,1.0,1.0,1,3,2.0,3.0,4.0,1.0,27,0
3504,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,56,1
3505,2.0,1.0,1.0,1,3,2.0,4.0,4.0,1.0,83,1
3507,2.0,1.0,1.0,3,4,2.0,3.0,3.0,4.0,59,1
3508,2.0,1.0,1.0,1,4,1.0,1.0,3.0,1.0,53,0
3509,2.0,1.0,1.0,1,4,1.0,1.0,4.0,2.0,69,0
3510,2.0,1.0,1.0,1,3,3.0,3.0,4.0,1.0,69,1
3512,2.0,1.0,1.0,3,3,2.0,3.0,4.0,4.0,76,0
3513,2.0,1.0,1.0,1,2,2.0,2.0,4.0,2.0,30,1
3514,2.0,0.0,0.0,1,3,2.0,2.0,4.0,3.0,77,1
3515,4.0,1.0,1.0,1,4,2.0,4.0,2.0,1.0,27,0
3518,2.0,1.0,1.0,2,3,3.0,2.0,4.0,4.0,29,0
3525,3.0,1.0,1.0,1,3,2.0,2.0,4.0,2.0,28,0
3527,3.0,1.0,1.0,3,3,2.0,2.0,2.0,2.0,51,1
3528,1.0,1.0,0.0,2,2,1.0,2.0,3.0,2.0,55,0
3529,2.0,1.0,1.0,3,4,3.0,3.0,3.0,2.0,42,1
3532,2.0,1.0,1.0,1,4,2.0,3.0,3.0,3.0,52,1
3534,4.0,1.0,1.0,3,4,2.0,4.0,2.0,2.0,52,0
3536,2.0,1.0,1.0,3,3,3.0,2.0,3.0,4.0,45,0
3538,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,33,1
3539,2.0,1.0,1.0,3,3,3.0,3.0,3.0,3.0,36,1
3540,3.0,1.0,1.0,3,3,2.0,2.0,2.0,1.0,17,1
3541,3.0,1.0,1.0,3,3,2.0,3.0,3.0,5.0,33,1
3543,2.0,1.0,1.0,3,3,3.0,3.0,2.0,1.0,55,0
3544,2.0,1.0,1.0,3,3,3.0,3.0,2.0,3.0,71,1
3545,2.0,1.0,1.0,3,3,3.0,3.0,2.0,3.0,71,1
3546,2.0,1.0,1.0,3,3,2.0,2.0,3.0,3.0,68,1
3547,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,55,0
3550,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,54,1
3551,2.0,1.0,1.0,1,3,2.0,2.0,4.0,2.0,56,0
3552,2.0,1.0,0.0,2,4,3.0,4.0,4.0,3.0,42,1
3553,1.0,1.0,1.0,3,4,3.0,4.0,4.0,3.0,29,1
3555,2.0,1.0,1.0,3,3,3.0,3.0,4.0,3.0,18,1
3556,2.0,1.0,1.0,1,3,2.0,3.0,4.0,1.0,30,0
3557,2.0,0.0,0.0,1,3,2.0,3.0,4.0,4.0,55,1
3559,2.0,1.0,1.0,3,1,1.0,2.0,4.0,4.0,55,1
3561,2.0,1.0,1.0,2,3,3.0,3.0,4.0,1.0,38,1
3562,2.0,1.0,1.0,1,3,3.0,3.0,4.0,3.0,55,1
3563,1.0,1.0,1.0,3,2,2.0,2.0,4.0,3.0,34,0
3564,1.0,1.0,1.0,1,1,2.0,1.0,4.0,2.0,83,0
3566,1.0,1.0,1.0,3,4,3.0,3.0,4.0,5.0,56,1
3567,3.0,1.0,1.0,3,2,3.0,3.0,4.0,1.0,26,1
3568,2.0,1.0,1.0,2,3,2.0,2.0,3.0,3.0,69,1
3569,4.0,1.0,1.0,3,4,3.0,4.0,2.0,2.0,21,1
3570,2.0,1.0,0.0,1,3,3.0,2.0,4.0,1.0,55,1
3571,3.0,1.0,1.0,1,4,2.0,4.0,4.0,1.0,31,0
3573,2.0,1.0,0.0,1,2,2.0,1.0,4.0,2.0,62,1
3575,2.0,1.0,0.0,1,4,3.0,3.0,4.0,2.0,66,0
3580,3.0,1.0,1.0,1,3,2.0,3.0,3.0,2.0,17,0
3582,2.0,1.0,1.0,3,4,2.0,2.0,3.0,5.0,16,0
3584,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,52,1
3587,1.0,1.0,1.0,1,4,1.0,3.0,4.0,3.0,73,1
3588,2.0,1.0,1.0,3,3,2.0,2.0,4.0,2.0,65,1
3594,2.0,1.0,1.0,3,4,2.0,3.0,4.0,2.0,23,0
3595,2.0,1.0,1.0,3,4,2.0,4.0,4.0,3.0,49,1
3596,2.0,1.0,0.0,3,3,2.0,3.0,4.0,1.0,40,0
3599,2.0,1.0,0.0,3,3,2.0,3.0,4.0,2.0,44,0
3609,2.0,0.0,0.0,1,2,3.0,2.0,4.0,1.0,46,0
3610,2.0,0.0,0.0,3,3,1.0,1.0,3.0,2.0,24,0
3611,4.0,1.0,1.0,1,3,2.0,4.0,4.0,3.0,65,0
3613,2.0,1.0,0.0,1,3,2.0,1.0,4.0,1.0,17,0
3614,1.0,0.0,0.0,1,3,1.0,3.0,4.0,1.0,23,1
3615,1.0,1.0,0.0,1,1,3.0,3.0,1.0,2.0,19,1
3616,2.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,38,1
3617,2.0,1.0,0.0,2,2,1.0,2.0,4.0,5.0,41,1
3619,2.0,1.0,0.0,2,3,2.0,3.0,4.0,1.0,45,1
3620,3.0,1.0,1.0,3,3,2.0,2.0,2.0,2.0,21,0
3621,2.0,1.0,1.0,1,3,2.0,1.0,4.0,3.0,33,0
3622,3.0,0.0,0.0,1,2,2.0,1.0,3.0,2.0,60,0
3625,2.0,1.0,1.0,1,3,3.0,4.0,3.0,3.0,61,0
3626,2.0,0.0,0.0,3,3,3.0,3.0,4.0,3.0,37,0
3627,2.0,0.0,0.0,1,3,2.0,2.0,3.0,1.0,68,0
3628,2.0,1.0,1.0,1,4,2.0,2.0,3.0,1.0,61,0
3629,1.0,0.0,0.0,1,2,1.0,2.0,2.0,3.0,25,0
3630,2.0,1.0,1.0,1,4,2.0,2.0,4.0,3.0,45,0
3635,1.0,0.0,0.0,1,3,2.0,2.0,3.0,3.0,51,0
3636,2.0,1.0,1.0,1,3,2.0,3.0,3.0,3.0,37,0
3637,2.0,1.0,0.0,4,4,3.0,4.0,4.0,5.0,20,1
3638,3.0,1.0,1.0,3,3,2.0,3.0,3.0,4.0,29,1
3639,2.0,1.0,1.0,2,3,3.0,3.0,4.0,2.0,38,0
3641,2.0,1.0,1.0,4,4,2.0,2.0,4.0,4.0,18,1
3642,2.0,1.0,1.0,1,3,2.0,2.0,3.0,2.0,51,0
3643,2.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,22,1
3649,3.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,45,1
3650,4.0,1.0,0.0,3,2,2.0,3.0,1.0,2.0,70,0
3651,4.0,1.0,0.0,3,2,1.0,3.0,1.0,2.0,82,0
3652,2.0,1.0,1.0,3,2,2.0,3.0,3.0,2.0,70,0
3653,3.0,1.0,0.0,2,2,2.0,2.0,2.0,2.0,39,0
3654,3.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,22,1
3655,3.0,1.0,1.0,2,2,2.0,1.0,3.0,2.0,51,1
3656,2.0,1.0,0.0,1,4,3.0,3.0,4.0,4.0,49,1
3657,2.0,1.0,0.0,3,3,1.0,2.0,4.0,3.0,67,1
3659,2.0,1.0,1.0,1,3,2.0,2.0,3.0,2.0,20,1
3661,4.0,1.0,1.0,2,3,1.0,1.0,3.0,2.0,64,0
3663,2.0,1.0,1.0,2,2,1.0,2.0,1.0,2.0,55,0
3665,3.0,1.0,1.0,2,3,2.0,3.0,2.0,3.0,76,0
3666,2.0,1.0,1.0,3,3,2.0,2.0,3.0,3.0,76,1
3667,2.0,1.0,1.0,1,3,3.0,3.0,3.0,3.0,80,1
3668,2.0,1.0,0.0,1,3,3.0,3.0,3.0,3.0,27,0
3675,2.0,1.0,1.0,3,3,2.0,3.0,4.0,3.0,73,1
3676,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,69,1
3677,2.0,1.0,1.0,3,3,2.0,3.0,3.0,2.0,42,0
3678,2.0,1.0,1.0,1,4,2.0,3.0,4.0,2.0,57,0
3680,1.0,0.0,0.0,1,3,2.0,3.0,3.0,3.0,54,0
3681,1.0,0.0,0.0,2,3,2.0,3.0,4.0,1.0,53,0
3682,2.0,0.0,0.0,3,3,2.0,3.0,4.0,2.0,50,1
3683,2.0,1.0,0.0,2,2,1.0,3.0,4.0,2.0,30,1
3684,2.0,1.0,0.0,1,2,2.0,3.0,3.0,2.0,64,0
3687,2.0,1.0,1.0,1,3,1.0,2.0,2.0,2.0,47,1
3689,2.0,1.0,1.0,3,3,3.0,2.0,4.0,2.0,42,0
3690,2.0,1.0,1.0,3,3,1.0,3.0,4.0,3.0,59,1
3693,1.0,1.0,1.0,4,3,3.0,1.0,3.0,2.0,25,1
3694,2.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,49,0
3695,3.0,1.0,1.0,3,3,1.0,3.0,4.0,3.0,61,1
3696,2.0,1.0,1.0,3,4,2.0,1.0,4.0,2.0,26,1
3698,2.0,0.0,0.0,2,3,3.0,3.0,4.0,2.0,95,0
3700,4.0,1.0,1.0,2,2,1.0,2.0,2.0,1.0,54,0
3701,2.0,1.0,1.0,2,3,3.0,2.0,4.0,2.0,50,0
3702,2.0,1.0,1.0,3,4,2.0,3.0,3.0,2.0,20,1
3703,2.0,1.0,1.0,3,4,3.0,3.0,4.0,4.0,40,0
3705,2.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,49,0
3706,2.0,1.0,0.0,3,4,3.0,3.0,4.0,4.0,50,1
3708,4.0,1.0,1.0,1,3,2.0,1.0,2.0,2.0,20,1
3710,4.0,1.0,1.0,2,3,2.0,2.0,3.0,2.0,37,1
3711,4.0,1.0,1.0,1,2,2.0,1.0,2.0,1.0,53,1
3712,2.0,1.0,1.0,3,3,2.0,2.0,3.0,2.0,39,0
3713,4.0,1.0,1.0,3,4,2.0,4.0,2.0,1.0,36,1
3715,2.0,1.0,1.0,1,4,3.0,4.0,4.0,1.0,41,1
3717,2.0,1.0,1.0,1,3,2.0,3.0,4.0,2.0,64,0
3718,2.0,1.0,1.0,3,4,2.0,3.0,4.0,2.0,22,1
3719,2.0,1.0,1.0,1,4,3.0,3.0,4.0,1.0,20,1
3720,2.0,1.0,0.0,1,2,1.0,2.0,4.0,2.0,66,1
3721,3.0,1.0,1.0,3,3,3.0,1.0,4.0,2.0,47,0
3722,1.0,1.0,1.0,1,1,1.0,1.0,4.0,1.0,27,1
3723,2.0,1.0,1.0,1,2,2.0,2.0,3.0,3.0,61,0
3725,2.0,1.0,1.0,1,4,2.0,4.0,4.0,5.0,21,0
3726,1.0,1.0,0.0,1,3,2.0,3.0,4.0,3.0,22,1
3727,1.0,1.0,0.0,3,4,2.0,3.0,3.0,4.0,30,1
3729,2.0,1.0,1.0,1,4,2.0,4.0,4.0,1.0,59,1
3730,2.0,1.0,0.0,1,2,2.0,2.0,4.0,1.0,65,0
3731,1.0,1.0,1.0,1,3,1.0,1.0,4.0,3.0,62,0
3732,2.0,1.0,1.0,1,4,2.0,4.0,4.0,2.0,58,0
3735,4.0,1.0,1.0,3,4,2.0,3.0,2.0,2.0,42,1
3736,3.0,0.0,0.0,4,4,2.0,3.0,1.0,1.0,55,1
3739,2.0,1.0,1.0,1,4,2.0,3.0,4.0,2.0,47,0
3741,2.0,0.0,0.0,3,4,2.0,3.0,3.0,3.0,57,0
3744,2.0,1.0,1.0,3,3,2.0,3.0,4.0,2.0,63,0
3745,2.0,1.0,1.0,3,3,2.0,3.0,3.0,3.0,44,1
3746,3.0,1.0,1.0,4,4,3.0,4.0,3.0,3.0,50,1
3748,2.0,0.0,1.0,1,3,3.0,3.0,4.0,2.0,62,0
3750,2.0,1.0,1.0,1,3,2.0,3.0,4.0,3.0,47,1
3751,2.0,1.0,1.0,1,3,2.0,3.0,4.0,4.0,30,0
3752,1.0,1.0,0.0,1,2,1.0,1.0,4.0,3.0,23,1
3753,1.0,0.0,0.0,3,3,2.0,2.0,3.0,2.0,40,1
3754,2.0,1.0,0.0,3,4,3.0,3.0,4.0,1.0,49,0
3755,2.0,1.0,1.0,2,4,2.0,3.0,4.0,1.0,57,0
3756,2.0,0.0,0.0,3,3,1.0,2.0,4.0,3.0,32,0
3757,2.0,1.0,1.0,2,2,2.0,2.0,4.0,1.0,42,0
3758,1.0,1.0,1.0,2,2,2.0,3.0,3.0,1.0,73,1
3761,3.0,1.0,1.0,3,4,2.0,3.0,3.0,1.0,36,0
3762,4.0,1.0,1.0,1,3,2.0,1.0,2.0,1.0,56,0
3765,2.0,1.0,1.0,3,4,3.0,3.0,3.0,3.0,34,0
3766,2.0,1.0,0.0,3,3,2.0,3.0,4.0,3.0,39,1
3767,1.0,1.0,0.0,1,3,2.0,3.0,4.0,4.0,66,1
3768,2.0,1.0,0.0,1,3,2.0,3.0,3.0,4.0,45,0
3769,2.0,1.0,1.0,3,3,2.0,4.0,4.0,2.0,36,1
3770,1.0,0.0,0.0,3,3,1.0,3.0,3.0,4.0,42,1
3772,2.0,1.0,1.0,4,4,2.0,4.0,3.0,2.0,50,0
3774,2.0,1.0,1.0,2,3,2.0,2.0,4.0,2.0,53,0
3777,1.0,1.0,1.0,1,3,3.0,3.0,3.0,2.0,32,0
3778,1.0,1.0,1.0,2,3,2.0,2.0,4.0,2.0,49,0
3779,1.0,0.0,0.0,1,2,2.0,2.0,4.0,3.0,80,0
3780,1.0,1.0,1.0,2,3,2.0,2.0,4.0,5.0,33,1
3781,2.0,0.0,0.0,3,3,2.0,3.0,3.0,2.0,78,1
3782,1.0,0.0,0.0,1,3,2.0,3.0,4.0,3.0,21,1
3784,2.0,1.0,1.0,4,3,2.0,3.0,3.0,1.0,48,1
3785,2.0,1.0,1.0,1,3,2.0,2.0,4.0,3.0,47,0
3786,3.0,1.0,1.0,3,3,2.0,2.0,4.0,2.0,30,1
3787,2.0,1.0,1.0,1,4,2.0,3.0,4.0,2.0,58,1
3788,2.0,1.0,1.0,3,4,3.0,3.0,4.0,3.0,50,1
3789,2.0,1.0,1.0,4,4,3.0,3.0,3.0,3.0,48,0
3790,2.0,1.0,1.0,3,4,2.0,3.0,3.0,3.0,23,0
3791,4.0,1.0,0.0,4,3,2.0,4.0,1.0,3.0,40,1
3794,1.0,1.0,1.0,3,3,3.0,3.0,4.0,2.0,17,1
3795,2.0,0.0,0.0,2,2,2.0,1.0,4.0,3.0,42,1
3799,1.0,1.0,1.0,1,3,2.0,2.0,2.0,1.0,35,0
3801,4.0,1.0,1.0,3,4,1.0,2.0,1.0,2.0,81,1
3802,2.0,1.0,1.0,3,3,2.0,2.0,4.0,2.0,60,0
3803,2.0,1.0,1.0,2,3,1.0,2.0,3.0,2.0,80,0
3804,2.0,1.0,1.0,3,2,1.0,1.0,3.0,3.0,24,0
3805,2.0,1.0,1.0,1,4,2.0,2.0,4.0,2.0,46,1
3808,2.0,1.0,1.0,3,4,3.0,3.0,4.0,3.0,38,1
3811,3.0,0.0,0.0,2,4,3.0,4.0,4.0,3.0,46,0
3812,2.0,1.0,1.0,1,3,2.0,1.0,4.0,2.0,51,0
3813,2.0,1.0,0.0,1,3,3.0,3.0,4.0,2.0,41,0
3814,2.0,1.0,1.0,1,3,3.0,4.0,4.0,2.0,44,1
3816,4.0,1.0,1.0,3,3,2.0,3.0,2.0,1.0,36,0
3817,2.0,1.0,0.0,1,3,2.0,3.0,4.0,2.0,33,1
3818,2.0,1.0,0.0,1,3,3.0,3.0,4.0,3.0,40,0
3819,2.0,1.0,1.0,3,4,3.0,3.0,4.0,2.0,54,1
3820,2.0,1.0,0.0,3,3,2.0,3.0,4.0,4.0,28,1
3823,2.0,0.0,0.0,3,4,2.0,3.0,4.0,4.0,44,0
3824,2.0,1.0,1.0,1,2,1.0,2.0,4.0,3.0,50,0
3830,2.0,1.0,1.0,2,4,2.0,2.0,3.0,2.0,27,1
3831,3.0,1.0,1.0,3,4,3.0,3.0,3.0,1.0,26,0
3832,2.0,1.0,1.0,3,4,1.0,2.0,4.0,3.0,19,1
3833,1.0,1.0,1.0,3,3,1.0,2.0,3.0,1.0,22,1
